track_id,artist_name,title,year,tempo,loudness,key,mode,time_signature,duration
TRBIFNO128F42702FB,Tha Liks,Intro,2001,97.067,-12.577,11,1,4,43.2322
TRBIFUV12903D07374,Minnie Riperton,Lovin' You,1974,122.832,-13.895,9,1,5,224.67873
TRBIFWB128F1460D8C,Mötley Crüe,Merry-Go-Round,1981,121.691,-7.606,7,0,3,201.40363
TRBIGGV12903CABC77,4Him,Strange Way To Save The World,2000,120.077,-12.922,2,1,4,270.28853
TRBIGOC12903CC4FDF,Owsley,Class Clown/Good Old Days (Reprise),1999,95.787,-8.022,9,1,4,348.02893
TRBIGRY128F42597B3,Sade,All About Our Love,2000,161.991,-8.211,4,1,4,160.62649
TRBIGRZ128E0792329,Deep Blue Something,Gammer Gerten's Needle,1995,158.244,-7.335,0,1,4,199.3922
TRBIGTG128F92EDBAC,Kevin Max,Baby_ I'm Your Man,2008,88.002,-6.968,9,1,4,219.01016
TRBIGUJ128F92D674F,Little Willie John,Leave My Kitten Alone,1991,105.653,-10.978,8,1,1,147.25179
TRBIHAU128F425C317,Dinosaur Jr.,Does It Float,1985,185.452,-5.233,0,1,1,198.53016
TRBIHKT128F4290554,Toni Braxton Featuring Babyface,Give U My Heart,2003,103.832,-4.225,10,0,4,240.61342
TRBIHVW128F4233965,themselves,Crayon Sharpener,2003,167.885,-13.017,1,1,4,271.43791
TRBIIEU128F9307C88,New Found Glory,Don't Let Her Pull You Down,2009,192.07,-3.301,4,1,4,208.27383
TRBIIJX128F933AB7D,María Elena Walsh,La Mona Jacinta,2000,131.552,-12.517,0,1,3,150.09914
TRBIIJY12903CE4755,Mindy McCready,Ten Thousand Angels,1996,100.881,-6.156,10,1,4,231.83628
TRBIIOT128F423C594,Joy Division,Leaders Of Men,1978,150.04,-6.021,2,1,4,141.08689
TRBIJES12903CF5B12,Mouth Of The Architect,Harboring An Apparition,2006,124.562,-8.316,3,1,3,475.21914
TRBIJFB128F92ED124,It Dies Today,One the road (to Damnation),2006,98.377,-4.027,11,1,3,179.40853
TRBIJIA128F425F57D,David Arkenstone,The Forgotten Lands,1996,141.975,-14.881,9,1,4,314.5922
TRBIJLT12903CE7070,Blind Willie Johnson,God Don't Never Change,1989,95.677,-16.159,0,1,1,172.25098
TRBIJMU12903CF892B,Moonspell,The Hanged Man,1998,140.185,-8.087,7,1,4,386.19383
TRBIJNF128F14815A7,Danny Williams,The Wonderful World Of The Young,1998,77.072,-14.517,8,1,3,168.01914
TRBIJYB128F14AE326,Seventh Day Slumber,Shattered Life,2005,150.575,-5.324,2,0,4,209.73669
TRBHAAK128F92E27BF,Wyclef Jean,Jean Dominique Intro,2004,142.666,-12.919,7,1,4,68.49261
TRBHABK128F92F2A3D,Cockney Rejects,Beginning Of The End,1987,165.621,-5.569,9,0,4,250.01751
TRBHADL128F931E5F1,Swami,Tonight,2009,91.988,-6.066,11,1,5,259.91791
TRBHBGB128F931E4CF,Hall & Oates,Fall in Philadelphia,1972,153.802,-11.314,8,1,1,170.29179
TRBHBIT128F4292E42,Archie Bell and The Drells,I've Been Trying,2004,100.922,-14.477,6,1,4,193.95873
TRBHBWW128F1475058,Airto Moreira,Hala_ Tumba And Timbal,2003,164.33,-12.589,1,0,4,312.99873
TRBHCQS128F4291D02,Benabar,Porcelaine,2001,140.407,-6.711,6,1,4,235.02322
TRBHCXP128F146D63B,The Presets,Are You The One?,2005,132.946,-11.403,9,1,4,281.0771
TRBHCXR128F92E7D0E,Descendents,Cheer,1986,187.176,-12.289,11,1,4,183.90159
TRBHDGB128F4235137,Kaija Koo,Viimeiset hitaat,1995,115.671,-13.012,0,1,4,192.23465
TRBHDGL128F42324A7,Abysmal Dawn,Programmed to Consume,2008,126.428,-6.405,8,1,1,261.43302
TRBHDIU128F92E49B7,Constance Demby,Javalon,1989,85.155,-8.273,6,1,4,259.36934
TRBHDLD128F146A756,Photek,Junk,2000,115.014,-6.282,8,0,4,327.88853
TRBHDTL128F1468F7D,The Motors,Dancing The Night Away,1977,149.629,-9.897,4,1,1,393.61261
TRBHEBY128F148CF2B,Sister Hazel,Concede,1997,142.893,-6.322,2,1,4,235.65016
TRBHECY128F930A474,John Sebastian,Freezin' From The Inside Out,2001,71.952,-13.452,9,1,3,284.00281
TRBHEHF128F428385A,George Michael,Amazing,2004,128.407,-6.694,10,0,4,266.94485
TRBHEKQ12903CF2B6A,Tilman Sillescu,Escape From The Underrealm,2008,120.381,-10.844,3,0,4,123.24526
TRBHEMP128F932DA55,Sonic Subjunkies,Djungelstadt,1994,143.267,-6.31,1,1,3,266.34404
TRBHEOR128F429D1B0,The Box Tops,I Can Dig It,1968,93.773,-11.669,4,1,1,142.36689
TRBHEQY128F4275F54,Bobby Pulido,Mi Corazón Y Mi Mente,1999,160.67,-8.974,2,1,4,207.98649
TRBHESQ128F931BF15,Home Town Hero,Bleeds In Blue (Album Version),2002,156.202,-2.863,1,1,4,187.76771
TRBHEUX128F425020D,Sharon Shannon,Gaffo's Ball,2007,234.334,-10.001,3,1,4,191.92118
TRBHEVE128F932E1FA,Beogradski Sindikat,Slatke male maloletnice,2002,100.017,-7.763,9,0,4,415.50322
TRBHEVR128F4263CE0,Firehouse,Don't Treat Me Bad,1990,109.993,-7.178,3,1,4,258.2722
TRBHEZF128F932BD68,Laurie Berkner,I've Been Working on the Railroad,2001,171.743,-15.304,0,1,4,115.82649
TRBHFAQ128E0791ADA,Arthur Brown,Time / Confusion,1968,71.077,-11.547,0,0,4,297.03791
TRBHFBL128F14537D2,Gorillaz,Dirty Harry (Single Edit),2005,96.179,-8.21,6,1,3,230.47791
TRBHFIF12903CF66F4,The Reverend Peyton's Big Damn Band,My Old Man Boogie,2006,118.167,-6.988,0,1,4,179.46077
TRBHFUS12903CA4F1C,Ma Rainey,Night Time Blues,2005,85.506,-16.358,10,1,4,179.61751
TRBHFVD128F4248837,Porcupine Tree,Music For The Head,1991,44.816,-25.745,5,1,1,162.06322
TRBHFWZ128F42A2196,Mavado,Sadness,2007,135.733,-5.318,7,0,4,255.16363
TRBHFXV128F92FC754,Stargarden,Trybal,2004,131.85,-19.877,9,0,5,423.70567
TRBHGKH128F427FB11,Luis Alberto Spinetta,Lo Siento En Mi Corazón,1983,113.096,-20.009,8,0,4,191.60771
TRBHGRU12903CE2C48,Ace Frehley,Fractured Quantum,2009,89.965,-10.519,7,1,3,379.32363
TRBHGUK128E078E031,Jesus Jones,Yellow Brown,1993,195.824,-14.897,0,0,4,203.65016
TRBHGVH128F148AD73,Long Beach Dub Allstars,Free Love,2001,150.573,-1.869,7,0,4,205.11302
TRBHGWF128F92C8358,James Horner,Good Friend,2000,129.237,-29.407,0,1,4,197.38077
TRBHHAC128F92D8379,Leeroy Stagger,House Of Sin,2005,75.487,-14.809,5,1,4,304.22159
TRBHHCU128F148AF19,Slim Harpo,I Love The Life I'm Living,1993,93.77,-14.234,10,1,1,153.67791
TRBHHGM12903CFD7C3,The Sonics,On The Road Again,1967,154.246,-10.173,7,1,1,108.14649
TRBHHMI128F426779C,Stimulator,78 Stimulator,2004,123.044,-5.279,10,0,4,213.55057
TRBHHUB12903D09FEA,Arsonists Get All The Girls,Skiff For The Suits,2009,166.409,-3.287,7,1,3,218.48771
TRBHHUC128F4294C6F,Scott Matthews,City Headache,2006,173.945,-16.253,4,0,4,299.72853
TRBHHWQ128F93321AB,Bongzilla,Stone a Pig,2002,102.739,-9.929,0,1,3,422.55628
TRBHIIQ128F424AB61,Stephen Pearcy,Freak,2002,130.28,-2.456,6,1,4,216.63302
TRBHIMC128F427680F,Hevia,Tirador (Carlos Jean Remix),2005,124.998,-5.811,3,1,4,258.89914
TRBHIRB128F1452ACC,Deftones,No Ordinary Love (Remastered LP Version),2005,166.03,-6.893,11,0,4,334.75873
TRBHJAY128F14A9061,Foghat,Dead End Street,1980,137.804,-5.693,6,0,4,300.14649
TRBHJFG128F426C8EA,Tam Tam Go!,En La Tierra Caliente,1993,135.151,-5.301,9,0,4,231.60118
TRBHJJH128F9327C91,DJ DLG feat. MC Flipside,Got You Moving,2006,128.007,-5.98,11,1,3,377.62567
TRBHJJP128F145EA12,Pat Green,Threadbare Gypsy Soul,2001,97.683,-7.867,9,1,4,295.75791
TRBHJPQ128E078ED8F,Queens Of The Stone Age,Everybody's Gonna Be Happy,2002,88.889,-2.321,1,0,4,155.61098
TRBHJXG12903D15879,João Gilberto,Manhã de Carnaval (Morning of the Carnaval) (Cantando As Músicas do Film Orfeo do Carnaval),1959,91.493,-14.963,0,0,4,153.70404
TRBHKCL128F425A036,George Michael,Shoot The Dog,2004,223.617,-7.255,7,1,5,308.76689
TRBHKJC128F1465B49,Darwin Hobbs,Praz Him (Broken Album Version),2003,103.003,-4.485,11,0,4,212.50567
TRBHKKK128F427E9FF,3 Doors Down,Better Life,2007,151.8,-4.995,6,0,5,203.2322
TRBHKLV12903CEA0A0,Sub Swara,Constructing the Absence,2008,94.648,-9.822,7,1,3,343.35302
TRBHKMT12903CE4757,Joe Satriani,House Full Of Bullets,1998,98.428,-8.531,4,1,3,415.4771
TRBHKRZ128EF33DB4A,NG3,Tainted Love feat. Tatz,2003,106.019,-3.304,2,1,4,240.50893
TRBHKSA128F92FDBEA,Bob Willis,Ida Red,1993,125.309,-9.599,9,1,1,146.72934
TRBHKUE128F429215D,Led Zeppelin,The Song Remains The Same (2007 Remastered Album Version),2007,143.239,-8.852,4,0,5,330.78812
TRBHKXX128F4252D02,Radiohead,Everything In Its Right Place,2000,122.831,-11.637,5,0,4,249.93914
TRBHKYJ128F429A0A8,Tum Tum,Eat Or Get Ate,2007,144.412,-3.048,11,0,4,231.33995
TRBHKYX128F9338977,Vuneny,Curse Of Sound (Dub Mix),2006,133.297,-7.966,8,1,3,263.41832
TRBHLBL12903D0137C,Nicolas Bacchus,Josy,2002,133.812,-8.121,0,0,3,215.01342
TRBHLBZ128F9300586,Avril Lavigne,Unwanted,2001,162.025,-4.377,2,1,3,260.44036
TRBHLDQ128F423EF10,The White Stripes,Blue Orchid,2005,152.785,-9.385,1,1,4,160.31302
TRBHLEZ128F427E5AF,Ras Michael and the Sons of Negus,Ethiopian Anthem,1978,162.618,-8.258,8,1,4,243.98322
TRBHLGE128F42A64E5,Talib Kweli,Everything Man (Album Version),2007,89.658,-9.577,8,1,4,196.33587
TRBHLIH128F1473B78,Leroy Hutson,Could This Be Love,1974,117.001,-14.822,10,0,4,188.49914
TRBHLTT128F425C30D,Musical Youth,Never Gonna Give You Up,1982,85.776,-8.972,7,1,1,183.01342
TRBHLUB128F423E9BD,Sapo,Eduardo,2003,166.002,-6.866,6,0,4,195.91791
TRBHMCT128F932C2C2,Agnostic Front,Separate Ways,2002,87.872,-3.495,4,0,1,158.32771
TRBHMJS128F9359728,Warrior King,Virtuous Woman,2002,147.97,-6.582,8,1,4,223.29424
TRBHMLU128F429C194,Samy Deluxe,Sag es sag es feat. Neo,2006,94.31,-6.022,10,0,3,282.38322
TRBHMYW128F93086FE,Bert Kaempfert,Happy Safari,1997,139.186,-15.94,8,1,4,169.89995
TRBHMZS128F42658FF,Three 6 Mafia,Money Didn't Change Me,2003,155.08,-5.718,6,0,4,190.74567
TRBHNCL12903CB6CAA,Dobet Gnahoré,Evigne,2010,108.153,-12.378,2,1,4,251.79383
TRBHNEU128F426E873,Mary Black,Flesh And Blood,1993,120.172,-8.997,7,1,4,245.73342
TRBHNHZ128F42A6BEF,Cam'Ron,Bubble Music,2004,161.739,-3.387,4,0,4,231.94077
TRBHNQO128F4257526,Cocoa Tea,Getting Closer,1993,110.706,-8.081,11,0,5,243.17342
TRBHNSS128F4228E6E,Elephant Man,Head Gone/Wine Up Uh Self (Album Version),2003,80.521,-7.473,6,1,3,233.58649
TRBHNUB12903CC2475,Open Hand,Tough Guy,2004,144.002,-6.09,0,1,4,187.76771
TRBHOBW128F429504D,Capleton,When Me A Move,1991,102.399,-14.472,8,0,4,223.39873
TRBHORY128F148D422,EPMD,I'm Mad,1990,109.062,-10.031,0,1,4,222.14485
TRBHOXO128F932A739,Easy Star All-Stars,With a Little Dub From My Friends (feat. Luciano and U Roy),2009,183.048,-9.311,4,1,4,196.23138
TRBHOXV128F92FBB72,Eddy Arnold,Molly Darling,1956,120.423,-16.968,0,1,4,183.50975
TRBHPGG128F428C972,The Mad Capsule Markets,Loud Up!!,2004,170.94,-4.279,5,1,4,161.01832
TRBHPLS12903CB0FE6,Goose,Everybody,2006,130.052,-1.814,11,0,4,276.13995
TRBHPVP128E0785A51,Static-X,Control It (Album Version),2003,144.017,-3.261,6,1,4,185.10322
TRBHQDN128F4276D66,Eluveitie,Primordial Breath,2008,94.996,-2.731,11,0,4,259.02975
TRBHQHE128F4230865,Boogie Pimps,Then Came You,2007,85.325,-7.269,11,0,5,333.89669
TRBHQHN128F148A1B3,Dinosaur Jr,Green Mind,1991,135.314,-5.899,4,1,4,298.57914
TRBHQQY128F931BBFA,Alvino Rey And His Orchestra,Steel Guitar Rag,2005,165.142,-11.956,2,1,4,156.05506
TRBHQUM128F9309DE1,Broadcast,Michael A Grammar,2005,85.744,-9.664,7,1,1,237.00853
TRBHQXZ128F42408ED,Sinch,The Arctic Ocean (Album Version),2002,131.915,-5.551,9,0,3,232.202
TRBHRGA128F4268884,Low Millions,Eleanor,2004,112.897,-6.016,5,1,1,193.38404
TRBHRGS128F92E535F,Heavy D,Chasing Windmills,2008,40.027,-5.435,5,0,1,206.99383
TRBHRKO128F42479B1,Stew,The Drug Suite,2002,96.598,-17.647,3,1,7,569.20771
TRBHRLX128F93466B9,Julien Clerc,Rolo Le Baroudeur,1971,193.426,-12.682,1,0,4,207.20281
TRBHRUL12903CCDF09,Die Fantastischen Vier,Was wollen wir noch mehr?,2010,95.863,-7.43,10,1,4,316.55138
TRBHSDN128F4274E9F,Gall_ France,Mein Herz kann man nicht kaufen,2006,131.612,-9.18,4,1,4,162.79465
TRBHSJB12903CB81AA,The Del McCoury Band,It's Surprising What the Lord Can Do,2006,208.567,-8.473,11,1,4,171.67628
TRBHSJU12903CE888A,Non Stop DJs,Hoes & Discos,2004,150.958,-9.868,6,1,4,237.92281
TRBHSJX128F42BAE98,Jesse Malin,Harmony,2008,139.009,-6.393,1,1,4,165.40689
TRBHSMF128F4285B9C,Jeff Scott Soto,If This Is The End,2004,105.837,-8.061,0,0,4,281.70404
TRBHSOA12903CCC4B2,Memphis Jug Band,Spider's Nest Blues,2005,94.853,-27.737,3,0,1,184.52853
TRBHSVR128F9324499,Frank Sinatra,Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],1967,107.597,-18.197,9,0,4,166.05995
TRBHTKF128F92CC5D2,Reel Big Fish,Cannibal (Dance Mix),2007,165.552,-5.172,2,1,4,253.09995
TRBHTOR128F428CADE,The Dillinger Escape Plan,Sugar Coated Sour,1999,71.707,-4.527,9,0,5,144.01261
TRBHTWC128F1488B7B,Cali,Il Y A Une Question (Live),2006,99.993,-6.032,0,1,5,328.14975
TRBHUBB128E0782209,Buzzcocks,No Reply (Demo),2008,177.551,-7.324,6,0,5,135.23546
TRBHUCN128F932E8D7,Busdriver,Unsafe Sextet/Gilded Hearts of Booklovers,2009,164.946,-6.818,4,0,4,311.11791
TRBHUOU128F423625E,Blind Lemon Jefferson,Long Lonesome Blues,1926,100.329,-24.106,1,1,4,178.38975
TRBHUQK128F14ACB31,Quadro Nuevo,Nature Boy,2002,123.006,-9.498,9,1,7,133.98159
TRBHUVB128F148ADB8,Darryl Worley,Where You Think You're Goin'?,2002,124.693,-9.344,4,1,4,226.2722
TRBHVLH128F92F2369,Sandi Thom,When Horsepower Meant What It Said,2006,210.253,-8.688,4,1,4,183.35302
TRBHVSO128F92EFA78,The Fabulous Thunderbirds,Let Me In,1979,118.02,-6.923,7,1,4,154.53995
TRBHVTI128F934DAA4,Art Ensemble Of Chicago,He Took A Cab To Neptune,2004,183.94,-15.73,4,0,7,384.54812
TRBHWSJ128F42A6CB3,Solistiyhtye Suomi,Yksinäisin,2002,134.48,-9.4,10,0,4,164.98893
TRBHWVU12903CD4350,Jope Ruonansuu,Aulis Gerlander,2004,124.985,-5.062,4,0,4,150.7522
TRBHXIS128F930BCED,Les Malpolis,Les Psys,2003,169.333,-7.943,5,0,4,156.02893
TRBHXNG128F423C6B7,Seal,I'm Alive (BT & Sasha Mix),2001,128.45,-6.223,2,1,4,828.05506
TRBHXSQ12903D0967F,Tigertailz,Thrill Pistol,2007,134.056,-6.334,2,1,4,309.18485
TRBHXWT128F42931A9,Klaus Badelt,Dieter's Theme,2007,119.831,-12.939,5,1,3,203.15383
TRBHYBJ128C7196D75,Eric B. & Rakim,I Know You Got Soul,1987,94.499,-12.314,7,1,4,282.04363
TRBHYWQ128F4231A3E,Unwritten Law,Because Of You (Album Version),2005,103.142,-4.26,8,0,4,183.74485
TRBHZAA128F4271AE9,K's Choice,20.000 Seconds,1998,103.801,-15.284,5,1,4,144.14322
TRBHZGF128F93576EF,Arthur Tracy,Red Sails In The Sunset,1993,104.0,-19.397,7,1,3,180.32281
TRBHZIX128F421A258,C.L. Smooth,Smoke In The Air (A Cappella),2006,100.552,-13.91,8,1,4,185.18159
TRBHZLI128F931CEF3,Candy Lo,Qu Ni De Hun Li,2001,124.019,-8.374,3,1,4,202.57914
TRBHZNF128F14989FE,The Ronettes,(The Best Part Of) Breakin' Up,1964,106.671,-6.172,2,1,1,182.83057
TRBHZUN12903CA60F7,Charlotte Gainsbourg,IRM,2009,120.148,-8.005,11,1,4,154.95791
TRBHZYO128E07862BE,DMX,Look Thru My Eyes,1998,95.752,-8.668,10,0,4,230.50404
TRBGACK12903CD5CF5,Najoua Belyzel,Ma vie n'est pas la tienne (album),2009,112.965,-7.881,6,0,4,237.71383
TRBGASN128F427BF8F,Jennifer Lopez,I'm Glad,2002,93.95,-5.229,5,0,4,224.39138
TRBGAVN128F424142C,Bobby Darin,"Theme From ""Come September"" (LP Version)",2003,108.462,-15.437,0,1,4,155.6371
TRBGAWQ128F9305F25,Seventh Day Slumber,Famous One,2009,118.62,-5.742,5,1,4,265.82159
TRBGAXJ12903CB10B1,David Rose & His Orchestra,One Love,2004,84.688,-16.877,10,1,4,179.98322
TRBGBGH128F14A23E5,Les Rythmes Digitales feat. Nik Kershaw,Sometimes,1999,123.829,-4.249,2,1,4,297.45587
TRBGBGO128F4264203,Firehouse,Talk Of The Town,1992,119.423,-7.352,1,1,4,278.12526
TRBGBIK128F4294A67,Samy Deluxe,Denk,2004,164.041,-5.129,1,0,4,237.19138
TRBGBQC12903CD7B4F,Daniel Johnston,The Story Of An Artist,1982,106.927,-12.162,0,1,4,296.54159
TRBGBUY128F422B413,Casiotone For The Painfully Alone,Attic Room,2003,99.077,-7.549,7,1,4,188.94322
TRBGBWK128F4292BDC,Will Ackerman,A Movie Of A Placid Lake On A Moonless Night in September,1992,92.331,-18.891,1,0,4,384.60036
TRBGCAK128F425F3CC,The Prodigy,Firestarter,1996,94.234,-6.504,4,0,5,225.09669
TRBGCLK128F4237A50,Phil Collins,Testify,2002,85.083,-5.295,1,1,4,392.82893
TRBGCUP12903CCFE38,Adam Ant,Mohair Locker Room Pin-Up Boys,1998,82.048,-12.108,0,1,4,226.5073
TRBGCWM12903CF5BF7,Total Fucking Destruction,Enslaved By Propaganda,2007,178.249,-5.021,0,1,4,132.17914
TRBGDCN12903CB8D6C,Tresenlesen,Rülpsen Sie Eine Hauptstadt,1995,111.756,-9.31,9,0,1,513.61914
TRBGDLJ128F428C6AA,Funeral For A Friend,All Hands On Deck part 2: Open Water [Album Version],2007,90.098,-3.131,1,1,4,228.64934
TRBGDND128F9312B81,Kai Winding,Doodlin',1961,112.222,-15.237,5,1,1,212.92363
TRBGDOU128F93341A2,Pat Metheny,Hermitage,1979,103.562,-26.862,9,0,4,338.02404
TRBGDQS128F9341414,Gary Go,Open Arms,2009,159.164,-4.182,0,1,5,217.86077
TRBGDSJ128F931BB2B,Hot Club Of Cowtown,The Magic Violin,2009,148.077,-9.68,11,0,1,163.10812
TRBGDXT128F1487E86,He Is Legend,Stampede,2006,97.969,-6.808,7,1,4,207.12444
TRBGEGB128F9345BD0,Cece Winans,Come On Back Home,1998,95.997,-8.19,0,0,3,248.2673
TRBGEGG12903CDD71F,Kitaro,Earth Born,1983,81.623,-30.712,4,0,5,173.45261
TRBGEHK12903CEEFC0,John Mayer,Sannyasin,1976,121.915,-16.739,7,0,4,38.3473
TRBGELM128F424EDA2,PATSY CLINE & WILLIE NELSON,Life's Railway To Heaven,1991,98.988,-6.939,2,1,4,175.41179
TRBGEUJ128F42B06B8,Sandi Thom,I Wish I Was A Punk Rocker (With Flowers In My Hair),2006,121.982,-4.163,11,0,4,425.19465
TRBGEZA128F4286D23,Behemoth,Hello Space Boy,2000,156.758,-4.159,5,1,4,209.05751
TRBGFAX128F4275F56,Bobby Pulido,La Bruja Chafa,1999,179.318,-9.039,2,1,1,182.80444
TRBGFOD128F423F43E,Marc Shaiman,Best In LA,2008,69.919,-25.359,5,0,3,81.18812
TRBGFUW12903CA0E6B,Alice Cooper,Goin' To The River,1982,140.456,-10.992,11,0,4,210.54649
TRBGGBF128F425E4D1,bel canto,Rumour (Abstract Hip Hop Mix),1996,106.936,-17.795,7,1,4,78.49751
TRBGGFE128E0785AC0,The Distillers,Coral Fang (Album Version),2003,95.075,-3.698,9,0,7,129.59302
TRBGGOS128F9307FC5,Remy Shand,The Second One,2002,177.963,-6.188,10,0,4,250.77506
TRBGGRK128F422CA7F,Elakelaiset,Laakista humppa,1995,116.338,-2.421,9,0,1,67.3171
TRBGGWQ128F42A88CF,Daryl Hall & John Oates,Rich Girl,1976,178.825,-5.745,10,1,4,216.34567
TRBGGYE128F42B63AB,Arc Angels,See What Tomorrow Brings,1992,125.787,-10.118,8,1,3,386.79465
TRBGHBW12903CDCF83,Call To Preserve,Hindsight,2008,208.167,-2.03,5,0,4,44.30322
TRBGHHB128F1487CD2,Heaven 17,I'm Your Money (12'' Extended Version) (2006 Digital Remaster),1981,122.267,-9.796,7,1,4,311.43138
TRBGHJG128F428ADB4,Lit,Lovely Day,1999,135.021,-3.93,10,1,4,246.80444
TRBGHKE128F9343BDD,Ai Ai Ai,Com Una Flama,1994,91.97,-12.896,5,0,4,253.98812
TRBGHRA128F42B90E6,The Cardigans,Explode,1998,124.013,-6.848,5,1,4,274.05016
TRBGHVM128F146B47A,Charly Garcia,Tango,2003,126.948,-10.257,7,0,4,162.71628
TRBGHYG12903CEAC9C,Pictures of Then,When It Stings,2009,163.959,-6.865,4,1,4,182.83057
TRBGIAQ128F1483BFE,Janet Jackson Featuring Kanye West,My Baby (Feat. Kanye West),2004,191.406,-6.946,2,0,4,257.14893
TRBGIDU128F4241A2E,Schoolyard Heroes,The Last Man On Earth,2007,117.58,-12.826,0,1,4,202.00444
TRBGIKK128EF35DF32,Bruno Sanfilippo,The Flight of the serpentarius,1991,146.008,-23.779,7,0,5,291.082
TRBGISL128F9342049,The Last Vegas,Another Lover,2009,179.001,-3.492,9,1,4,237.11302
TRBGITG128F422F3FB,Beneath The Sky,No Such Thing As Control (Album Version),2007,84.159,-3.996,8,1,1,275.9571
TRBGIZH128F4252D9E,Radiohead,2 + 2 = 5,2003,149.492,-5.636,5,0,1,198.47791
TRBGJDW128F4292EDB,Alicia Keys,Karma,2003,113.485,-6.155,7,0,3,255.99955
TRBGJIZ128F92E42BC,Free,Heartbreaker,1972,165.904,-11.68,2,1,4,229.56363
TRBGJMS12903CE5583,Light Of The World,Pete's Crusade,1980,120.444,-13.546,0,1,4,247.74485
TRBGJZN12903D0D2FC,Bedrock,Emerald,2004,129.988,-14.442,6,1,4,501.86404
TRBGKBZ128F931569B,Radio Birdman,Zeno Beach,2006,197.631,-5.469,11,0,4,174.28853
TRBGKGR128F92EE206,Zeca Baleiro,Telegrama,2002,80.062,-10.202,9,1,4,364.72118
TRBGKHZ128F931C32E,Digital Mystikz,Molten,2006,143.01,-6.304,11,0,4,299.49342
TRBGKJU128E079851F,The Highwaymen,The Road Goes On Forever,1995,111.532,-9.851,2,1,3,282.33098
TRBGKMB128F146E125,Bobaflex,Medicine,2005,104.08,-4.515,5,0,4,151.43138
TRBGKOU128F148C6C6,John Mayall,Don't Waste My Time,1970,209.955,-12.098,4,1,4,193.12281
TRBGKRS128F934AC0A,Lizzy Borden,Love You to Pieces,1985,90.131,-4.118,7,1,1,232.98567
TRBGKTM128F9315B5E,Dendemann,Sachmagehtsnoch,2006,106.023,-6.131,11,0,4,221.98812
TRBGKZD12903D13D23,Ned Miller,From A Jack To A King,1963,99.312,-7.068,3,1,1,128.26077
TRBGLAD128F9343692,Lara Fabian,L'Amour Existe Encore,2009,106.01,-7.336,6,0,4,229.72036
TRBGLCC128F427FE7D,Spliff,Heut' Nacht,1982,107.965,-18.576,11,0,4,264.41098
TRBGLFD12903CD3D43,Deftones,Diamond Eyes (Album Version),2010,153.713,-4.365,8,1,1,188.26404
TRBGLQN128F92E2637,John Mayall,The Witching Hour,2002,172.909,-5.549,5,0,4,262.79138
TRBGLRQ12903CA86EE,Jars Of Clay,Love Me,2006,128.018,-4.888,2,1,3,191.81669
TRBGLRU128F42A1F00,Liars,Leather Prowler,2007,143.748,-10.578,8,0,4,265.09016
TRBGLST128F934DAF2,Yami Bolo,Put Down Your Weapons,2000,85.811,-9.07,0,1,4,219.402
TRBGLSW12903CE3D8A,Grandmaster Flash,Underarms,1987,117.535,-15.494,7,0,4,190.17098
